"ID","NAME","CAPACITY","ROOMTYPE","ADDRESS","MUNICIPALITY"
357,"AUDITÓRIO MUNICIPAL DA BATALHA",178,7,"RUA INFANTE D. FERNANDO",1004
358,"CINE TEATRO MONTE REAL",237,14,"R DR OLIVEIRA SALAZAR",1009
359,"TEATRO JOSÉ LÚCIO DA SILVA",729,14,"R DR AMÉRICO CORTEZ PINTO",1009
360,"AUDITÓRIO DO ORFEÃO CONSERVATÓRIO DE ARTES",244,7,"AV 25 DE ABRIL",1009
361,"TEATRO MIGUEL FRANCO",213,14,"RUA DR. CORREIA MATEUS",1009
362,"CINEMA CITY LEIRIA - SALA 1",272,15,"BARRUIVO",1009
363,"CINEMA CITY LEIRIA - SALA 2",194,15,"BARRUIVO - LEIRIA",1009
364,"CINEMA CITY LEIRIA - SALA 3",262,15,"BARRUIVO - LEIRIA",1009
365,"CINEMA CITY LEIRIA - SALA 4",238,15,"BARRUIVO - LEIRIA",1009
366,"CINEMA CITY LEIRIA - SALA 5",129,15,"BARRUIVO - LEIRIA",1009
367,"CINEMA CITY LEIRIA - SALA 6",133,15,"BARRUIVO - LEIRIA",1009
368,"CINEMA CITY LEIRIA - SALA 7",248,15,"BARRUIVO - LEIRIA",1009
369,"CINEMA CITY LEIRIA - SALA DYNAMIC",30,15,"BARRUIVO - LEIRIA",1009
370,"CINE PLACE LEIRIA SHOPPING - SALA 1",226,15,"CENTRO COMERCIAL LEIRIA SHOPPING -  FREGUESIA DE PARCEIROS - LEIRIA",1009
371,"CINE PLACE LEIRIA SHOPPING - SALA 2",211,15,"CENTRO COMERCIAL LEIRIA SHOPPING - FREGUESIA DE PARCEIROS - LEIRIA",1009
372,"CINE PLACE LEIRIA SHOPPING - SALA 3",121,15,"CENTRO COMERCIAL LEIRIA SHOPPING - FREGUESIA DE PARCEIROS - LEIRIA",1009
373,"CINE PLACE LEIRIA SHOPPING - SALA 4",97,15,"CENTRO COMERCIAL LEIRIA SHOPPING - FREGUESIA DE PARCEIROS - LEIRIA",1009
374,"CINE PLACE LEIRIA SHOPPING - SALA 5",83,15,"CENTRO COMERCIAL LEIRIA SHOPPING - FREGUESIA DE PARCEIROS - LEIRIA",1009
375,"CINE PLACE LEIRIA SHOPPING - SALA 6",103,15,"CENTRO COMERCIAL LEIRIA SHOPPING - FREGUESIA DE PARCEIROS - LEIRIA",1009
376,"CINE PLACE LEIRIA SHOPPING - SALA 7",130,15,"CENTRO COMERCIAL LEIRIA SHOPPING - FREGUESIA DE PARCEIROS - LEIRIA",1009
377,"CINE TEATRO ACTOR ÁLVARO",159,14,"LG DA REPÚBLICA",1010
378,"CINETEATRO STEPHENS",413,14,"PRAÇA STEPHENS",1010
379,"AUDITÓRIO ANTÓNIO CAMPOS",197,17,"PRAIA DE VIEIRA",1010
380,"PRAÇA DE TOIROS DE ABIUL",3611,18,"LARGO DA PRAÇA DE TOUROS",1015
381,"CINEMA POMBALCINE",192,17,"R STA LUZIA POMBALSHOPPING",1015
382,"AUDITÓRIO MUNICIPAL DE POMBAL",240,7,"LARGO DA BIBLIOTECA",1015
383,"GRANDE AUDITÓRIO DO CINE TEATRO DE POMBAL",304,7,"LARGO MANUEL HENRIQUES JÚNIOR",1015
384,"PEQUENO AUDITÓRIO DO CINE TEATRO DE POMBAL",130,7,"LARGO MANUEL HENRIQUES JÚNIOR",1015
385,"CAFÉ-CONCERTO DO CINE-TEATRO DE POMBAL",150,2,"LARGO MANUEL HENRIQUES JÚNIOR",1015
386,"CINE TEATRO DE PORTO DE MÓS",277,14,"AVENIDA DR. FRANCISCO SÁ CARNEIRO",1016
387,"AUDITÓRIO CENTRO INTERPRET..BATALHA ALJUBARROTA",96,7,"AVENIDA D. NUNO ÁLVARES PEREIRA, nº.  120",1016
388,"CASA DO POVO DE ARGANIL-SEDE",308,3,"R CONDESSA DAS CANAS",601
389,"SALÃO DE FESTAS DA ASSOC DE MORAD CASAL DE S JOÃO",150,3,"VILA COVA DE ALVA",601
390,"AUDITÓRIO DA ANTIGA CERÂMICA ARGANILENSE",252,7,"RUA CIDADE DO RIO DE JANEIRO",601
391,"AUDITÓRIO DA CASA DA CULTURA DE GÓIS",276,8,"RUA COMANDANTE HENRIQUE BEBIANO BAETA NEVES",606
392,"CINE TEATRO MUNICIPAL DA LOUSÃ",500,14,"AVENIDA DR. JOSÉ MARIA CARDOSO",607
393,"CINEMA MIRANDA DO CORVO",266,17,"RUA DA ESTAÇÃO",609
394,"CASA DAS ARTES DE MIRANDA DO CORVO",266,8,"ALAMEDA DAS MOITAS",609
395,"AUDITÓRIO DA BIBLIOTECA MUNICIPAL DE PENELA",147,7,"AVENIDA INFANTE D. PEDRO",614
396,"AUDITÓRIO MUNICIPAL DE TÁBUA",286,7,"AVENIDA COMENDADOR COSTA CARVALHO",616
397,"CINE TEATRO JOSÉ MENDES DE CARVALHO",292,14,"R JOSÉ MENDES DE CARVALHO",1002
398,"AUDITÓRIO MUNICIPAL DE ALVAIÁZERE",154,7,"PÇ COMENDADOR CESÁRIO NEVES",1002
399,"CENTRO CULTURAL DE ANSIÃO",220,8,"RUA DR. VITORINO MAGALHÃES",1003
400,"CLUBE FIGUEIROENSE-SEDE",175,3,"R DR MANUEL SIMÕES BARREIROS",1008
401,"AUDITÓRIO MUNICIPAL DE AGUIAR DA BEIRA",213,7,"AVENIDA DA LIBERDADE",901
402,"TEATRO REGIONAL SERRA MONTEMURO - ESPAÇO MONTEMURO",90,1,"RUA DA MOUTINHA, CAMPO BENFEITO - CASTRO DAIRE",1803
403,"AUDITÓRIO DO COMPLEXO PAROQUIAL DE MANGUALDE",352,7,"LARGO DA MISERICÓRDIA",1806
404,"CINE TEATRO MUNICIPAL DE NELAS",219,14,"NELAS",1809
405,"CINE TEATRO DR. MORGADO",200,14,"AVENIDA DOS DESCOBRIMENTOS",1810
406,"SALA POLIVALENTE DO CINE TEATRO DR MORGADO",150,8,"AV DOS DESCOBRIMENTOS",1810
407,"AUDITÓRIO MUNICIPAL DA CASA CULT SANTA COMBA DÃO",270,7,"RUA MOUZINHO DE ALBUQUERQUE",1814
408,"CINE TEATRO SÃO PEDRO DO SUL",200,14,"AV CORREIA DE OLIVEIRA",1816
409,"CINE TEATRO MUNICIPAL DE SÁTÃO",225,14,"PRAÇA  PAULO VI",1817
410,"AUDITÓRIO 1 NOVO CICLO / ACERT",278,7,"RUA DR. RICARDO MOTA",1821
411,"AUDITÓRIO 2 NOVO CICLO / ACERT",116,7,"RUA DR. RICARDO MOTA",1821
412,"AUDITÓRIO AR LIVRE / NOVO CICLO - ACERT",500,7,"RUA DR. RICARDO MOTA",1821
413,"AUDITÓRIO MUNICIPAL CARLOS PAREDES",214,7,"PRAÇA D. AFONSO HENRIQUES N.º 1",1822
414,"AUDITÓRIO MIRITA CASIMIRO",208,7,"R FRANCISCO ALEXANDRE LOBO 53",1823
415,"TEATRO VIRIATO",322,14,"AVENIDA  EMÍDIO NAVARRO",1823
416,"CINEMA FORUM VISEU - SALA 1",127,15,"CENTRO COMERCIAL FORUM VISEU",1823
417,"CINEMA FORUM VISEU - SALA 2",123,15,"CENTRO COMERCIAL FORUM VISEU",1823
418,"CINEMA FORUM VISEU - SALA 3",232,15,"CENTRO COMERCIAL FORUM VISEU",1823
419,"CINEMA FORUM VISEU - SALA 4",125,15,"CENTRO COMERCIAL FORUM VISEU",1823
420,"CINEMA FORUM VISEU - SALA 5",125,15,"CENTRO COMERCIAL FORUM VISEU",1823
421,"CINEMA FORUM VISEU - SALA 6",176,15,"CENTRO COMERCIAL FORUM VISEU",1823
422,"CINEMAS PALÁCIO DO GELO - SALA 1",218,15,"QUINTA DA ALAGOA LOTE 313 - RANHADOS",1823
423,"CINEMAS PALÁCIO DO GELO - SALA 2",112,15,"QUINTA DA ALAGOA LOTE 313 - RANHADOS",1823
424,"CINEMAS PALÁCIO DO GELO - SALA 3",112,15,"QUINTA DA ALAGOA LOTE 313 - RANHADOS",1823
425,"CINEMAS PALÁCIO DO GELO - SALA 4",111,15,"QUINTA DA ALAGOA LOTE  313 - RANHADOS",1823
426,"CINEMAS PALÁCIO DO GELO - SALA 5",188,15,"QUINTA DA ALAGOA LOTE 313 - RANHADOS",1823
427,"CINEMAS PALÁCIO DO GELO - SALA 6",156,15,"QUINTA DA ALAGOA LOTE 313 - RANHADOS",1823
428,"CINE TEATRO JOÃO RIBEIRO",176,14,"R COMENDADOR CORREIA OLIVEIRA",1824
429,"CASA DA CULTURA DE OLEIROS",82,17,"PRAÇA DA REPÚBLICA - VILA OLEIROS",506
430,"AUDITÓRIO DA CÂMARA MUNICIPAL DE PROENÇA-A-NOVA",162,7,"RUA MANUEL MARTINS DE ÉVORA",508
431,"CINE TEATRO TASSO",165,14,"LARGO DR JOSÉ CARLOS ERNARDT, 3",509
432,"CASA DO ESPECTÁCULO E DA CULTURA DA SERTÃ",240,8,"ALAMEDA DA CARVALHA",509
433,"AUDITÓRIO MUNICIPAL DE VILA DE REI",224,7,"AVENIDA DR. SÁ CARNEIRO",510
434,"TEATRO CINE DE GOUVEIA",344,14,"AVENIDA 1.º DE MAIO",906
435,"CINE TEATRO JARDIM DA CASA MUNICIPAL DA CULTURA",348,14,"AVENIDA LUÍS VAZ DE CAMÕES",912
436,"PRAÇA DE TOIROS DE NAVE DE HAVER",2000,18,"NAVE DE HAVER",902
437,"AUDITÓRIO DA ÁREA MULTIUSOS DE VILAR FORMOSO",198,7,"VIA ESTRUTURANTE",902
438,"CENTRO CULTURAL DE CELORICO DA BEIRA",250,3,"AVENIDA DA CORREDOURA",903
439,"AUDITÓRIO MUNICIPAL DA GUARDA",224,7,"RUA DA REPÚBLICA",907
440,"AUDITÓRIO DE FAMALICÃO DA SERRA",201,7,"FAMALICÃO",907
441,"AUDITÓRIO DO EDIFÍCIO CULTURAL EM GONÇALO",195,7,"URBANIZAÇÃO SERRADO SOL",907
442,"TEATRO MUNICIPAL DA GUARDA-GRANDE AUDITÓRIO",632,7,"RUA BATALHA REIS, N.º 12",907
443,"TEATRO MUNICIPAL DA GUARDA-PEQUENO AUDITÓRIO",168,7,"RUA BATALHA REIS, N.º 12",907
444,"TEATRO MUNICIPAL DA GUARDA-CAFÉ CONCERTO",115,2,"GUARDA",907
445,"SALA EXPERIMENTAL TEATRO MUNICIPAL DA GUARDA",50,8,"GUARDA",907
446,"AUDITÓRIO DO PAÇO DA CULTURA",120,7,"R ALVES ROÇADAS",907
447,"AUDITÓRIO AO AR LIVRE DO PAÇO DA CULTURA",50,7,"R ALVES ROÇADAS",907
448,"CINEMA ORIENT CINEPLACE DA GUARDA - SALA 1",95,15,"AV BOMBEIROS VOLUNTÁRIOS EGITANENSES  5",907
449,"CINEMA ORIENT CINEPLACE DA GUARDA - SALA 2",62,15,"AV BOMBEIROS VOLUNTÁRIOS EGITANENSES  5",907
450,"CINEMA ORIENT CINEPLACE DA GUARDA - SALA 3",118,15,"AV BOMBEIROS VOLUNTÁRIOS EGITANENSES  5",907
451,"CINEMA ORIENT CINEPLACE DA GUARDA - SALA 4",76,15,"AV BOMBEIROS VOLUNTÁRIOS EGITANENSES  5",907
452,"AUDITÓRIO DO CENTRO CÍVICO",322,7,"MANTEIGAS",908
453,"SALA POLIVALENTE DO CENTRO CÍVICO E SOCIAL DE MEDA",400,8,"AVENIDA CIDADE NOVA - BAIRRO DO BARROCAL",909
454,"CINE ESTUDIO DO CENTRO CÍVICO E SOCIAL DE MEDA",198,17,"AVENIDA CIDADE NOVA - BAIRRO DO BARROCAL",909
455,"CINE TEATRO S LUIS",169,14,"JARDIM 5 DE OUTUBRO",910
456,"PRAÇA DE TOIROS DE ALDEIA DA PONTE",4586,18,"ALDEIA DA PONTE",911
457,"AUDITÓRIO MUNICIPAL DO SABUGAL",181,7,"LARGO DE SÃO TIAGO",911
458,"CINEMA MUNICIPAL DE TRANCOSO",152,17,"AVENIDA CAMPO DA FEIRA",913
459,"GRANDE AUDITÓRIO CINE-TEATRO AVENIDA",700,7,"AVENIDA GENERAL HUMBERTO DELGADO",502
460,"PEQUENO AUDITÓRIO CINE-TEATRO AVENIDA",120,7,"AVENIDA GENERAL HUMBERTO DELGADO",502
461,"AUDITÓRIO DO CENTRO CULTURAL DE ALCAINS",227,7,"RUA DR VICENTE SANCHES",502
462,"AUDITÓRIO INST. PORTUGUÊS JUVENTUDE CASTELO BRANCO",100,7,"RUA DR. FRANCISCO J. PALMEIRO",502
463,"CINEMAS CINEBOX DE CASTELO BRANCO - SALA 1",152,15,"RUA A ZONA INDUSTRIAL DE CASTELO BRANCO - CENTRO COMERCIAL ALEGRO",502
464,"CINEMAS CINEBOX DE CASTELO BRANCO - SALA 2",91,15,"RUA A ZONA INDUSTRIAL DE CASTELO BRANCO - CENTRO COMERCIAL ALEGRO",502
465,"CINEMAS CINEBOX DE CASTELO BRANCO - SALA 3",88,15,"RUA A ZONA INDUSTRIAL DE CASTELO BRANCO - CENTRO COMERCIAL ALEGRO",502
466,"PRAÇA DE TOIROS ANTÓNIO MANZARRA DE IDANHA-A-NOVA",2091,18,"RUA DO TINTO - ALTO DO FERREIRO",505
467,"AUDITÓRIO JOAQUIM MORÃO DO CENTRO CULTURAL RAIANO",260,7,"AVENIDA. JOAQUIM MORÃO",505
468,"AUDITÓRIO DA CASA DE ARTES E CULTURA DO TEJO",222,7,"RUA DE SANTANA",511
469,"AUDITÓRIO MUNICIPAL DE BELMONTE",158,7,"RUA PEDRO ÁLVARES CABRAL",501
470,"ANFITEATRO AO AR LIVRE DO CASTELO DE BELMONTE",963,10,"BELMONTE",501
471,"CINEPLACE SERRA SHOPPING - SALA 1",200,15,"SERRA SHOPPING - QUINTA DO PINHEIRO",503
472,"CINEPLACE SERRA SHOPPING - SALA 2",183,15,"SERRA SHOPPING - QUINTA DO PINHEIRO",503
473,"CINEPLACE SERRA SHOPPING - SALA 3",119,15,"SERRA SHOPPING - QUINTA DO PINHEIRO",503
474,"CINEPLACE SERRA SHOPPING - SALA 4",91,15,"SERRA SHOPPING - QUINTA DO PINHEIRO",503
475,"CINE TEATRO DE ALCOBAÇA JOÃO DE OLIVA MONTEIRO",315,14,"RUA AFONSO DE ALBUQUERQUE",1001
476,"AUDITÓRIO DO CENTRO CULTURAL GONÇALVES SAPINHO",370,7,"RUA COOPERATIVA DO ENSINO -  ALCOBAÇA",1001
477,"TEATRO EDUARDO BRAZÃO",298,1,"RUA D. NUNO ÁLVARES PEREIRA",1005
478,"PRAÇA DE TOIROS DE CALDAS DA RAINHA",3194,18,"CALDAS DA RAINHA",1006
479,"AUDITÓRIO OS PIMPÕES",309,3,"RUA DR FERNANDO CORREIA - BAIRRO ALÉM DA PONTE",1006
480,"GRANDE AUDITÓRIO DO CENTRO CULTURAL E CONGRESSOS",660,7,"R LEONEL SOTTO MAYOR",1006
481,"PEQUENO AUDITÓRIO DO CENTRO CULTURAL E CONGRESSOS",148,7,"R LEONEL SOTTO MAYOR",1006
482,"CAFÉ CONCERTO DO CENTRO CULTURAL E CONGRESSOS",140,2,"R LEONEL SOTTO MAYOR",1006
483,"CINEMA ORIENT CINEPLACE - CALDAS RAINHA - SALA 1",103,15,"RUA BELCHIOR DE MATOS  11",1006
484,"CINEMA ORIENT CINEPLACE - CALDAS RAINHA - SALA 2",73,15,"R BELCHIOR DE MATOS  11",1006
485,"CINEMA ORIENT CINEPLACE - CALDAS RAINHA - SALA 3",162,15,"R BELCHIOR DE MATOS  11",1006
486,"CINEMA ORIENT CINEPLACE - CALDAS RAINHA - SALA 4",93,15,"R BELCHIOR DE MATOS  11",1006
487,"CINEMA ORIENT CINEPLACE - CALDAS RAINHA - SALA 5",56,15,"R BELCHIOR DE MATOS  11",1006
488,"CINE TEATRO DA NAZARÉ",432,14,"RUA DR. RUY ROSA",1011
489,"TEATRO CHABY PINHEIRO",322,1,"LARGO NOSSA SENHORA DA NAZARÉ - SÍTIO DA NAZARÉ",1011
490,"PRAÇA DE TOIROS DO SÍTIO DA NAZARÉ",4306,18,"LUGAR DO SÍTIO",1011
491,"CLUBE RECREATIVO BENEFICENTE VALADENSE",248,3,"VALADO DOS FRADES",1011
492,"CASA DA MÚSICA DE ÓBIDOS",196,7,"RUA DIREITA",1012
493,"AUDITÓRIO DAMIÃO DE GÓIS",268,7,"AV DOS BOMBEIROS VOLUNTÁRIOS",1101
494,"SALÃO FESTAS GRUPO REC CULT OS ÁGUIAS DE RIBAFRIA",200,3,"RIBAFRIA",1101
495,"PRAÇA DE TOIROS DE ARRUDA DOS VINHOS",2536,18,"ARRUDA DOS VINHOS",1102
496,"AUDITÓRIO MUNICIPAL DE ARRUDA DOS VINHOS",111,7,"RUA GAGO COUTINHO E SACADURA CABRAL",1102
497,"CINE AUDITÓRIO DOS BOMBEIROS VOLUNTÁRIOS CADAVAL",167,14,"AV DOS BOMBEIROS VOLUNTÁRIOS  19/21",1104
498,"CENTRO CULTURAL DA LOURINHÃ DR. AFONSO R. PEREIRA",107,8,"RUA JOÃO LUÍS DE MOURA, N.º 60",1108
499,"CINE TEATRO DE SOBRAL DE MONTE AGRAÇO",219,14,"LG GAGO COUTINHO E SACADURA CABRAL",1112
500,"PRAÇA DE TOIROS DE SOBRAL DE MONTE AGRAÇO",2397,18,"RUA TENENTE CORONEL JOÃO LUIS DE MOURA",1112
501,"TEATRO CINE FERREIRA DA SILVA",440,14,"AVENIDA TENENTE VALADIM  Nº. 47",1113
502,"CINEMA ZON LUSOMUNDO TORRES VEDRAS - SALA 1",201,15,"C.C. ARENA SHOPPING CASAL DOS AMIAIS",1113
503,"CINEMA ZON LUSOMUNDO TORRES VEDRAS - SALA 2",173,15,"C.C. ARENA SHOPPING CASAL DOS AMIAIS",1113
504,"CINEMA ZON LUSOMUNDO TORRES VEDRAS - SALA 3",73,15,"C.C. ARENA SHOPPING CASAL DOS AMIAIS",1113
505,"CINEMA ZON LUSOMUNDO TORRES VEDRAS - SALA 4",73,15,"C.C. ARENA SHOPPING CASAL DOS AMIAIS",1113
506,"CINEMA ZON LUSOMUNDO TORRES VEDRAS - SALA 5",201,15,"C.C. ARENA SHOPPING CASAL DOS AMIAIS",1113
507,"CINE TEATRO SÃO PEDRO",472,14,"LARGO DE SÃO PEDRO",1401
508,"CINEMA GESCINE - ABRANTES",121,17,"URB DO OLIVAL DE BASTO LT 82 - ABRANTES - CENTRO COM MILLENIUM",1401
509,"CINE TEATRO SÃO PEDRO",304,14,"RUA 25 DE ABRIL",1402
510,"CENTRO CULTURAL DO ENTRONCAMENTO",348,8,"RUA 5 DE OUTUBRO",1410
511,"AUDITÓRIO MUNICIPAL DO ENTRONCAMENTO",121,6,"RUA DOM JOÃO DE CASTRO  30 A 34",1410
512,"CINE-TEATRO IVONE SILVA",155,14,"RUA MANUEL ANTÓNIO DIAS FERREIRA",1411
513,"AUDITÓRIO DO CENTRO CULTURAL FERREIRA DO ZÊZERE",298,7,"RUA FERREIRA DO ALENTEJO",1411
514,"AUDITÓRIO DO CENTRO CULTURAL GIL VICENTE",202,7,"AVENIDA D. JOÃO III",1417
515,"CINE TEATRO PARAÍSO",410,14,"R DA INFANTARIA 15-31",1418
516,"PRAÇA DE TOIROS JOSÉ SALVADOR - TOMAR",4462,18,"RUA  DE  COIMBRA",1418
517,"CINE TEATRO VIRGÍNIA",599,14,"LARGO JOSÉ  LOPES DOS SANTOS",1419
518,"CINE ESTUDIO ALFA",168,17,"LG DA PRAÇA 5 DE OUTUBRO",1419
519,"CINEMAS TORRESHOPPING - SALA 1",142,15,"CENTRO COMERCIAL TORRESHOPPING, BAIRRO DO NICHO",1419
520,"CINEMAS TORRESHOPPING - SALA 2",87,15,"CENTRO COMERCIAL TORRESHOPPING, BAIRRO DO NICHO",1419
521,"CINEMAS TORRESHOPPING - SALA 3",143,15,"CENTRO COMERCIAL TORRESHOPPING, BAIRRO DO NICHO",1419
522,"TEATRO MARIA NOÉMIA",99,1,"RUA DA TUNA - MEIA VIA",1419
523,"PRAÇA DE TOIROS DE VILA NOVA DA BARQUINHA",3580,18,"VILA NOVA DA BARQUINHA",1420
524,"CINE TEATRO MUNICIPAL DE OURÉM",488,14,"RUA  DR. FRANCISCO SÁ CARNEIRO",1421
525,"CINEMA ATLÂNTIDA CINE - SALA 1",211,15,"RUA DR MANUEL ARRIAGA-CENTRO COMERCIAL DE CARCAVELOS",1105
526,"CINEMA ATLÂNTIDA CINE - SALA 2",83,15,"RUA DR MANUEL ARRIAGA-CENTRO COMERCIAL DE CARCAVELOS",1105
527,"SEDE DO GIPA-GRUPO DE INSTRUÇÃO POPULAR AMOREIRA",325,3,"RUA DO GRUPO DE INSTRUÇÃO POPULAR DA AMOREIRA",1105
528,"SALA DE ESPECTÁCULOS SOC. MUSICAL UNIÃO PAREDENSE",250,8,"RUA MARQUÊS DE POMBAL 21",1105
529,"TEATRO GIL VICENTE",283,1,"LARGO  RODRIGUES LIMA",1105
530,"TEATRO MUNICIPAL MIRITA CASIMIRO",98,1,"AVENIDA FAUSTO DE FIGUEIREDO - ESTORIL",1105
531,"CINEMA CASCAISHOPPING - SALA 1",177,15,"CENTRO COMERCIAL CASCAISHOPPING-ALCABIDECHE",1105
532,"CINEMA CASCAISHOPPING - SALA 2",137,15,"CENTRO COMERCIAL CASCAISHOPPING-ALCABIDECHE",1105
533,"CINEMA CASCAISHOPPING - SALA 3",182,15,"CENTRO COMERCIAL CASCAISHOPPING-ALCABIDECHE",1105
534,"CINEMA CASCAISHOPPING - SALA 4",181,15,"CENTRO COMERCIAL CASCAISHOPPING-ALCABIDECHE",1105
535,"CINEMA CASCAISHOPPING - SALA 5",469,15,"CENTRO COMERCIAL CASCAISHOPPING-ALCABIDECHE",1105
536,"CINEMA CASCAISHOPPING - SALA 6",99,15,"CENTRO COMERCIAL CASCAISHOPPING-ALCABIDECHE",1105
537,"CINEMA CASCAISHOPPING - SALA 7",99,15,"CENTRO COMERCIAL CASCAISHOPPING-ALCABIDECHE",1105
538,"AUDITÓRIO FERNANDO LOPES GRAÇA / PARQUE PALMELA",712,7,"AVENIDA MARGINAL PARQUE PALMELA",1105
539,"AUDITÓRIO CENTRO DE CONGRESSOS DO ESTORIL",573,7,"AVENIDA AMARAL / AVENIDA CLOTILDE - ESTORIL",1105
540,"AUDITÓRIO DO CASINO DO ESTORIL",385,7,"PRAÇA JOSÉ TEODORO DOS SANTOS - ESTORIL",1105
541,"SALÃO PRETO E PRATA DO CASINO DO ESTORIL",927,16,"PRAÇA JOSÉ TEODORO DOS SANTOS - ESTORIL",1105
542,"WONDER BAR - CASINO DO ESTORIL",200,16,"PRAÇA JOSÉ TEODORO DOS SANTOS - ESTORIL",1105
543,"GARDEN - CASINO ESTORIL",500,16,"PC JOSÉ TEODORO DO SANTOS",1105
544,"CINEMA CASCAIS VILLA-SHOPPING CENTER - SALA 1",138,15,"AVENIDA DOM PEDRO I",1105
545,"CINEMA CASCAIS VILLA-SHOPPING CENTER - SALA 2",71,15,"AVENIDA DOM PEDRO I",1105
546,"CINEMA CASCAIS VILLA-SHOPPING CENTER - SALA 3",85,15,"AVENIDA DOM PEDRO I",1105
547,"CINEMA CASCAIS VILLA-SHOPPING CENTER - SALA 4",87,15,"AVENIDA DOM PEDRO I",1105
548,"CENTRO CULTURAL DE CASCAIS",144,8,"EDIFÍCIO DAS CASAS VELHAS DO GANDARINHA DE CASCAIS",1105
549,"AUDITÓRIO DA CASA DE HISTÓRIA DESENHO - PAULA REGO",196,7,"AVENIDA DA REPÚBLICA",1105
550,"AUDITÓRIO SENHORA DA BOA NOVA",607,7,"RUA CAMPO SANTO, Nº. 441 S. JOÃO DO ESTORIL",1105
551,"TEATRO VILLARET",324,1,"AV FONTES PEREIRA DE MELO 30",1106
552,"TEATRO DA TRINDADE - SALA PRINCIPAL",453,1,"RUA DA TRINDADE",1106
553,"SALA ESTÚDIO DO TEATRO DA TRINDADE",50,5,"RUA DA TRINDADE",1106
554,"TEATRO BAR DO TEATRO DA TRINDADE",50,2,"RUA DA TRINDADE",1106
555,"CINEMA IDEAL",192,17,"RUA DO LORETO  15",1106
556,"CINEARTE - SALA 1",162,14,"LARGO DE SANTOS  2",1106
557,"CINEBOLSO",136,17,"RUA ACTOR TABORDA  27B",1106
558,"COLISEU DOS RECREIOS",4220,4,"RUA DAS PORTAS DE SANTO ANTÃO 94 A 98",1106
559,"CINE TEATRO DA ENCARNAÇÃO",364,14,"RUA DA QUINTA DE STA MARIA-BAIRRO ENCARNAÇÃO",1106
560,"SALA ESTÚDIO OS PAPA LÉGUAS",40,5,"RUA PROFESSOR SANTOS LUCAS 36A",1106
561,"CINEMA NIMAS",221,17,"AV 5 DE OUTUBRO 42B",1106
562,"AUDITÓRIO CARLOS PAREDES",116,7,"AVENIDA GOMES PEREIRA  17",1106
563,"TEATRO POLITEAMA",700,14,"RUA DAS PORTAS DE SANTO ANTÃO  109",1106
564,"TEATRO TURIM",105,1,"ESTRADA DE BENFICA  723A",1106
565,"TEATRO MUNICIPAL SÃO LUIZ",690,1,"RUA ANTÓNIO MARIA CARDOSO",1106
566,"JARDIM DE INVERNO DO TEATRO SÃO LUIZ",170,8,"RUA ANTÓNIO MARIA CARDOSO",1106
567,"TEATRO TIVOLI BBVA",1088,14,"AVENIDA DA LIBERDADE  188",1106
568,"CINEMA SÃO JORGE (SALA MANOEL DE OLIVEIRA) SALA 1",830,15,"AVENIDA DA LIBERDADE 175",1106
569,"CINEMA SÃO JORGE (SALA MONTEPIO) SALA 2",250,15,"AVENIDA DA LIBERDADE 175",1106
570,"CINEMA SÃO JORGE - SALA 3",185,15,"AVENIDA DA LIBERDADE 175",1106
571,"CINEMA AMOREIRAS - SALA 1",196,15,"AV ENG DUARTE PACHECO-CENTRO COMERCIAL AMOREIRAS",1106
572,"CINEMA AMOREIRAS - SALA 2",154,15,"AV ENG DUARTE PACHECO-CENTRO COMERCIAL AMOREIRAS",1106
573,"CINEMA AMOREIRAS - SALA 3",156,15,"AV ENG DUARTE PACHECO-CENTRO COMERCIAL AMOREIRAS",1106
574,"CINEMA AMOREIRAS - SALA VIP 1",55,15,"AV ENG DUARTE PACHECO-CENTRO COMERCIAL AMOREIRAS",1106
575,"CINEMA AMOREIRAS - SALA VIP 2",68,15,"AV ENG DUARTE PACHECO-CENTRO COMERCIAL AMOREIRAS",1106
576,"CINEMA AMOREIRAS - SALA VIP 3",65,15,"AV ENG DUARTE PACHECO-CENTRO COMERCIAL AMOREIRAS",1106
577,"CINEMA AMOREIRAS - SALA VIP 4",64,15,"AV ENG DUARTE PACHECO-CENTRO COMERCIAL AMOREIRAS",1106
578,"CASA DE FADOS PARREIRINHA DE ALFAMA",60,9,"BECO DO ESPÍRITO SANTO 1",1106
579,"CAIXA ECONÓMICA OPERÁRIA-SEDE",150,3,"RUA VOZ DO OPERÁRIO  58-66",1106
580,"SALA DE TEATRO DO CLUBE ESTEFÂNIA",127,3,"RUA ALEXANDRE BRAGA  24A",1106
581,"PRAÇA DE TOIROS CAMPO PEQUENO (RECINTO MULTIUSOS)",9269,11,"CAMPO PEQUENO",1106
582,"SALÃO DE FESTAS SOC INST BENEF VOZ DO OPERÁRIO",912,3,"RUA VOZ DO OPERÁRIO  13",1106
583,"CASA DE FADOS TAVERNA DEL REY",49,9,"LARGO DO CHAFARIZ DE DENTRO 15",1106
584,"ADEGA MESQUITA",160,9,"RUA DO DIÁRIO DE NOTÍCIAS 107",1106
585,"CASA DE FADOS O FORCADO",170,9,"RUA DA ROSA 221",1106
586,"CASA DE FADOS ADEGA MACHADO",172,9,"RUA DO NORTE 91",1106
587,"CASA DE FADOS O FAIA",120,9,"RUA DA BARROCA 48-56",1106
588,"RESTAURANTE TÍPICO FESTA BRAVA",100,9,"PRAÇA DA ALEGRIA  38 CAVE",1106
