"ID","NAME","CAPACITY","ROOMTYPE","ADDRESS","MUNICIPALITY"
133,"AUDITÓRIO DA FUNDAÇÃO ENG ANTÓNIO DE ALMEIDA",283,7,"R TENENTE VALADIM 325",1312
134,"CINEMA NUNALVARES",192,17,"RUA GUERRA JUNQUEIRO,Nº. 493",1312
135,"AUDITÓRIO DO BALLET TEATRO CONTEMPORÂNEO DO PORTO",180,7,"PC 9 DE ABRIL 70-76",1312
136,"TEATRO DA VILARINHA",108,1,"Rua da Vilarinha, 1386",1312
137,"AUDITÓRIO DO TEATRO DO CAMPO ALEGRE",392,1,"R DAS ESTRELAS",1312
138,"SALA ESTÚDIO DO CAMPO ALEGRE",62,1,"R DAS ESTRELAS",1312
139,"CINESTÚDIO DO CAMPO ALEGRE",70,17,"R DAS ESTRELAS",1312
140,"CAFÉ TEATRO DO CAMPO ALEGRE",142,2,"R DAS ESTRELAS",1312
141,"CASA DAS ARTES DO PORTO-SALA HENRIQUE ALVES COSTA",195,17,"RUA RUBEN A 2010",1312
142,"AUDITÓRIO DA CASA DAS ARTES DO PORTO",195,7,"RUA RUBEN A 2010",1312
143,"GRANDE AUDITÓRIO DO TEATRO MUNICIPAL RIVOLI",838,7,"PC D JOÃO I",1312
144,"PEQUENO AUDITÓRIO DO TEATRO MUNICIPAL RIVOLI",174,7,"PC D JOÃO I",1312
145,"AUDITÓRIO DO MUSEU DE SERRALVES",252,7,"RUA D JOÃO DE CASTRO Nº. 210",1312
146,"CINE TEATRO SÁ DA BANDEIRA",850,14,"RUA SÁ DA BANDEIRA, Nº. 94",1312
147,"CINEMA ESTÚDIO 111 (TEATRO SÁ DA BANDEIRA)",29,17,"RUA SÁ DA BANDEIRA 108",1312
148,"ESTUDIO TEATRO LATINO",116,5,"R 31 DE JANEIRO 97",1312
149,"COLISEU DO PORTO",3500,4,"RUA PASSOS MANUEL Nº.137",1312
150,"SALÃO ÁTICO",476,8,"RUA PASSOS MANUEL, Nº. 137  COLISEU DO PORTO",1312
151,"SALÃO JARDIM (EX CAFÉ CONCERTO DO COLISEU DO PORTO",200,8,"R PASSOS MANUEL 137-EDIF DO COLISEU DO PORTO",1312
152,"TEATRO HELENA SÁ E COSTA",236,1,"RUA DA ALEGRIA, Nº. 503  PORTO",1312
153,"AUDITÓRIO DA BIBLIOTECA ALMEIDA GARRETT",192,7,"RUA D MANUEL II - PALÁCIO DE CRISTAL",1312
154,"CASA DA MÚSICA - SALA SUGGIA",1244,7,"AVENIDA DA BOAVISTA Nº. 604 - 610",1312
155,"CASA DA MÚSICA - SALA 2",650,7,"AVENIDA DA BOAVISTA Nº. 604 - 610",1312
156,"AUDITÓRI0/TEATRO COLÉGIO LUSO INTERNACIONAL PORTO",200,1,"RUA DE VILA NOVA Nº. 1071",1312
157,"PAVILHÃO MULTIUSOS COLÉGIO LUSO INTERNAC. PORTO",999,12,"RUA DE VILA NOVA Nº. 1071",1312
158,"AUDITÓRIO DO MOSTEIRO DE SÃO BENTO DA VITÓRIA",357,8,"RUA DO MOSTEIRO DE SÃO BENTO DA VITÓRIA",1312
159,"AUDITÓRIO FACULDADE ENGENHARIA UNIVERSIDADE PORTO",500,7,"RUA DR. ROBERTO FRIAS",1312
160,"CINEMAS ALAMEDA SHOP - SPOT PORTO - SALA 1",289,15,"R DOS CAMPEÕES EUROPEUS 28/198",1312
161,"CINEMAS ALAMEDA SHOP - SPOT PORTO - SALA 2",141,15,"R DOS CAMPEÕES EUROPEUS 28/198",1312
162,"CINEMAS ALAMEDA SHOP - SPOT PORTO - SALA 3",183,15,"R DOS CAMPEÕES EUROPEUS 28/198",1312
163,"CINEMAS ALAMEDA SHOP - SPOT PORTO - SALA 4",158,15,"R DOS CAMPEÕES EUROPEUS 28/198",1312
164,"CINEMAS ALAMEDA SHOP - SPOT PORTO - SALA 5",158,15,"R DOS CAMPEÕES EUROPEUS 28/198",1312
165,"CINEMAS ALAMEDA SHOP - SPOT PORTO - SALA 6",119,15,"R DOS CAMPEÕES EUROPEUS 28/198",1312
166,"CINEMAS ALAMEDA SHOP - SPOT PORTO - SALA 7",80,15,"R DOS CAMPEÕES EUROPEUS 28/198",1312
167,"HARD CLUB DO MERCADO FERREIRA BORGES",400,12,"PRAÇA DO INFANTE, nº. 95",1312
168,"SALA POLIVALENTE DO MERCADO FERREIRA BORGES",200,3,"PRAÇA DO INFANTE, nº.95",1312
169,"CINE TEATRO GARRETT",470,14,"RUA JOSÉ MALGUEIRA  9 A 15",1313
170,"CAFÉ CONCERTO DO CINE TEATRO GARRETT",50,2,"RUA JOSÉ MALGUEIRA  5",1313
171,"PRAÇA DE TOIROS DA PÓVOA DE VARZIM",5081,18,"LARGO DR. JOSÉ PONTES",1313
172,"SALÃO DE OURO DO CASINO DA PÓVOA DE VARZIM",596,16,"PÓVOA DE VARZIM",1313
173,"CASA DO POVO DE SOBRADO-SEDE",400,3,"R DA CASA DO POVO",1315
174,"AUDITÓRIO DO FÓRUM CULTURAL DE ERMESINDE",302,7,"RUA FÁBRICA DA CERÂMICA",1315
175,"GRANDE AUDITÓRIO DO CINE TEATRO NEIVA",625,7,"AV DR JOÃO CANAVARRO",1316
176,"SALA EXPERIMENTAL DO CINE TEATRO NEIVA",140,8,"AV DR. JOÃO CANAVARRO",1316
177,"AUDITÓRIO MUNICIPAL DE VILA DO CONDE",200,7,"PC DA REPÚBLICA",1316
178,"CINE TEATRO EDUARDO BRAZÃO",277,14,"RUA PROFESSOR AMADEU SANTOS",1317
179,"CINEMA DE SANDIM",200,17,"RUA DO CABO, Nº. 444 - SANDIM",1317
180,"CINEMA GAIASHOPPING - SALA 4DX",151,15,"AVENIDA DOS DESCOBRIMENTOS, Nº. 549 - CENTRO COMERCIAL GAIASHOPPING",1317
181,"CINEMA GAIASHOPPING - SALA 2",83,15,"AVENIDA DOS DESCOBRIMENTOS, Nº. 549 - CENTRO COMERCIAL GAIASHOPPING",1317
182,"CINEMA GAIASHOPPING - SALA 3",250,15,"AVENIDA DOS DESCOBRIMENTOS, Nº. 549 - CENTRO COMERCIAL GAIASHOPPING",1317
183,"CINEMA GAIASHOPPING - SALA 4",376,15,"AVENIDA DOS DESCOBRIMENTOS, Nº. 549 - CENTRO COMERCIAL GAIASHOPPING",1317
184,"CINEMA GAIASHOPPING - SALA 5",234,15,"AVENIDA DOS DESCOBRIMENTOS, Nº. 549 - CENTRO COMERCIAL GAIASHOPPING",1317
185,"CINEMA GAIASHOPPING - SALA 6",166,15,"AVENIDA DOS DESCOBRIMENTOS, Nº. 549 - CENTRO COMERCIAL GAIASHOPPING",1317
186,"CINEMA GAIASHOPPING - SALA 7",164,15,"AVENIDA DOS DESCOBRIMENTOS, Nº. 549-CENTRO COMERCIAL GAIASHOPPING",1317
187,"CINEMA GAIASHOPPING - SALA 8",178,15,"AVENIDA DOS DESCOBRIMENTOS, Nº. 549 - CENTRO COMERCIAL GAIASHOPPING",1317
188,"CINEMA GAIASHOPPING - SALA 9",178,15,"AVENIDA DOS DESCOBRIMENTOS, Nº. 549 - CENTRO COMERCIAL GAIASHOPPING",1317
189,"CINEMA UCI ARRÁBIDA 20 - SALA 1",322,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
190,"CINEMA UCI ARRÁBIDA 20 - SALA 2",233,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
191,"CINEMA UCI ARRÁBIDA 20 - SALA 3",151,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
192,"CINEMA UCI ARRÁBIDA 20 - SALA 4",150,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
193,"CINEMA UCI ARRÁBIDA 20 - SALA 5",124,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
194,"CINEMA UCI ARRÁBIDA 20 - SALA 6",124,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
195,"CINEMA UCI ARRÁBIDA 20 - SALA 7",125,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
196,"CINEMA UCI ARRÁBIDA 20 - SALA 8",133,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
197,"CINEMA UCI ARRÁBIDA 20 - SALA 9",163,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
198,"CINEMA UCI ARRÁBIDA 20 - SALA 10",163,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
199,"CINEMA UCI ARRÁBIDA 20 - SALA 11",212,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
200,"CINEMA UCI ARRÁBIDA 20 - SALA 12",234,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
201,"CINEMA UCI ARRÁBIDA 20 - SALA 13",200,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
202,"CINEMA UCI ARRÁBIDA 20 - SALA 14",164,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
203,"CINEMA UCI ARRÁBIDA 20 - SALA 15",607,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
204,"CINEMA UCI ARRÁBIDA 20 - SALA 16",519,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
205,"CINEMA UCI ARRÁBIDA 20 - SALA 17",131,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
206,"CINEMA UCI ARRÁBIDA 20 - SALA 18",144,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
207,"CINEMA UCI ARRÁBIDA 20 - SALA 19",138,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
208,"CINEMA UCI ARRÁBIDA 20 - SALA 20",314,15,"ARRABIDA SHOPPING-CANDAL-AFURADA",1317
209,"TEATRO AMADOR DE SANDIM",150,1,"RUA DO TEATRO AMADOR, 120",1317
210,"AUDITÓRIO MUNICIPAL DE VILA NOVA DE GAIA",330,7,"RUA DE MOÇAMBIQUE",1317
211,"AUDITÓRIO MUNICIPAL DE CASTELO DE PAIVA",200,7,"PARQUE DA QUINTA DO PINHEIRO",106
212,"CINE TEATRO RAIMUNDO DE MAGALHÃES",497,14,"RUA RAIMUNDO MAGALHÃES",1301
213,"TEATRO FONSECA MOREIRA-CASA ARTES DE FELGUEIRAS",266,1,"AVENIDA DR. MAGALHÃES LEMOS -  MARGARIDE",1303
214,"CAFÉ CONCERTO - CASA DAS ARTES DE FELGUEIRAS",300,2,"AVENIDA DR. MAGALHÃES LEMOS - MARGARIDE",1303
215,"AUDITÓRIO MUNICIPAL DE LOUSADA",249,7,"QUINTA DAS POCINHAS - SILVARES",1305
216,"CINEMAS FERRARA PLAZA - SALA 1",103,15,"RUA DAS PEDREIRAS, 36 - CARVALHOSA",1309
217,"CINEMAS FERRARA PLAZA - SALA 2",190,15,"RUA DAS PEDREIRAS, 36 - CARVALHOSA",1309
218,"CINEMAS FERRARA PLAZA - SALA 3",124,15,"RUA DAS PEDREIRAS, 36 - CARVALHOSA",1309
219,"CINEMAS FERRARA PLAZA - SALA 4",124,15,"RUA DAS PEDREIRAS, 36 - CARVALHOSA",1309
220,"CINEMAS FERRARA PLAZA - SALA 5",124,15,"RUA DAS PEDREIRAS, 36 - CARVALHOSA",1309
221,"AUDITÓRIO DA FUNDAÇÃO A LORD",265,7,"RUA DA COOPERATIVA - LORDELO",1310
222,"AUDITÓRIO DA CASA DA CULTURA DE PAREDES",187,7,"AV DA REPÚBLICA  176C",1310
223,"CINEMA CINEMAX - SALA 1",103,15,"RUA D. ANTÓNIO FERREIRA GOMES",1311
224,"CINEMA CINEMAX - SALA 2",172,15,"RUA D. ANTÓNIO FERREIRA GOMES",1311
225,"CINEMA CINEMAX - SALA 3",93,15,"RUA D. ANTÓNIO FERREIRA GOMES",1311
226,"AUDITÓRIO MUNICIPAL DE RIBEIRA DE PENA",178,7,"BAIRRO DO CAVALINHO - SALVADOR",1709
227,"AUDITÓRIO DA LOJA INTERACTIVA DE TURISMO",200,17,"RUA ABEL BOTELHO N.º 4",104
228,"CINE TEATRO ANTÓNIO LAMOSO",520,14,"AVENIDA PROFESSOR EGAS MONIZ, N.º 11",109
229,"AUDITÓRIO DO EUROPARQUE",1408,7,"ESPARGO",109
230,"CINE TEATRO CARACAS",691,14,"AVENIDA DR ANTÓNIO JOSÉ DE ALMEIDA",113
231,"AUDITÓRIO DA JUNTA DE FREGUESIA OLIVEIRA AZEMÉIS",198,7,"RUA CONSELHEIRO BOAVENTURA DE SOUSA",113
232,"AUDITÓRIO DA JUNTA DE FREGUESIA DE CARREGOSA",289,7,"RUA AUGUSTO SANTOS",113
233,"CASA DAS ARTES DO ESPETÁCULO (EX CINEMA IMPERADOR)",947,14,"PRAÇA 25 DE ABRIL",116
234,"AUDITÓRIO MUNICIPAL DE S. JOÃO DA MADEIRA",199,7,"RUA 11 DE OUTUBRO",116
235,"CINEPLACE 8ª AVENIDA - SALA 1",253,15,"CENTRO COMERCIAL 8ª. AVENIDA - AVENIDA DR. RENATO ARAÚJO, Nº. 1625",116
236,"CINEPLACE 8ª AVENIDA - SALA 2",187,15,"CENTRO COMERCIAL 8ª. AVENIDA - AVENIDA DR. RENATO ARAÚJO, Nº. 1625",116
237,"CINEPLACE 8ª AVENIDA - SALA 3",139,15,"CENTRO COMERCIAL 8ª. AVENIDA - AVENIDA DR. RENATO ARAÚJO, Nº. 1625",116
238,"CINEPLACE 8ª AVENIDA - SALA 4",106,15,"CENTRO COMERCIAL 8ª. AVENIDA - AVENIDA DR. RENATO ARAÚJO, Nº. 1625",116
239,"CINEPLACE 8ª AVENIDA - SALA 5",77,15,"CENTRO COMERCIAL 8ª. AVENIDA - AVENIDA DR. RENATO ARAÚJO, Nº. 1625",116
240,"AUDITÓRIO MUNICIPAL CENTRO INOVAÇAO TEC INOVARURAL",213,7,"R LUÍS DE CAMÕES",403
241,"AUDITÓRIO MUNICIPAL DE FREIXO DE ESPADA Á CINTA",179,7,"AVENIDA GUERRA JUNQUEIRO",404
242,"CINE TEATRO DE TORRE DE MONCORVO",293,14,"AVENIDA ENGENHEIRO DUARTE PACHECO",409
243,"AUDITÓRIO DO CENTRO CULTURAL DE VILA NOVA FOZ CÔA",181,7,"AVENIDA GAGO COUTINHO E SACADURA CABRAL",914
244,"AUDITÓRIO MUNICIPAL DE MESÃO FRIO",96,7,"MESÃO FRIO",1704
245,"AUDITORIO MUNICIPAL DE SABROSA",225,7,"RUA DO LORETO / RUA FLORINDO CALHELHA",1710
246,"AUDITÓRIO DE SANTA MARTA DE PENAGUIÃO",221,7,"ALAMEDA 13 DE JANEIRO",1711
247,"GRANDE AUDITÓRIO DO TEATRO MUNICIPAL DE VILA REAL",540,7,"LUGAR DA GUIA - ALAMEDA DE GRASSE",1714
248,"PEQUENO AUDITÓRIO DO TEATRO MUNICIPAL DE VILA REAL",145,7,"LUGAR DA GUIA - ALAMEDA DE GRASSE",1714
249,"AUDITÓRIO AO AR LIVRE DO TEATRO MUN DE VILA REAL",700,7,"ALAMEDA DE GRASSE",1714
250,"CAFÉ CONCERTO DO TEATRO MUNICIPAL DE VILA REAL",100,2,"ALAMEDA DE GRASSE",1714
251,"CINEMA NOS NOSSO SHOPPING DOURO - SALA 1",226,15,"LUGAR DA GUIA - ALAMEDA DE GRASSE",1714
252,"CINEMA NOS NOSSO SHOPPING DOURO - SALA 2",103,15,"LUGAR DA GUIA ALAMEDA DE GRASSE",1714
253,"CINEMA NOS NOSSO SHOPPING DOURO - SALA 3",103,15,"LUGAR DA GUIA - ALAMEDA DE GRASSE",1714
254,"CINEMA NOS NOSSO SHOPPING DOURO - SALA 4",112,15,"LUGAR DA GUIA - ALAMEDA DE GRASSE",1714
255,"CINEMA NOS NOSSO SHOPPING DOURO - SALA 5",146,15,"LUGAR DA GUIA - ALAMEDA DE GRASSE",1714
256,"CINEMA NOS NOSSO SHOPPING DOURO - SALA 6",146,15,"LUGAR DA GUIA - ALAMEDA DE GRASSE",1714
257,"CINEMA NOS NOSSO SHOPPING DOURO - SALA 7",93,15,"LUGAR DA GUIA - ALAMEDA DE GRASSE",1714
258,"TEATRO RIBEIRO DA CONCEIÇÃO",419,14,"LG DE CAMÕES",1805
259,"PAVILHÃO MULTIUSOS DE LAMEGO",2591,12,"LARGO DA FEIRA - ALMACAVE",1805
260,"AUDITÓRIO MUNICIPAL PADRE BENTO DA GUIA",141,7,"PC COMANDANTE REQUEIJO",1807
261,"CINE FORUM DE PENEDONO",150,7,"AV ADRIANO DE ALMEIDA",1812
262,"CINE TEATRO MUNICIPAL DE S. JOÃO DA PESQUEIRA",382,14,"S. JOÃO DA PESQUEIRA",1815
263,"AUDITÓRIO MUNICIPAL DE SERNANCELHE",138,7,"PAÇOS DO CONCELHO - CENTRO HISTÓRICO DA VILA",1818
264,"AUDITÓRIO MUNICIPAL DE TAROUCA",196,7,"CENTRO CULTURAL DE TAROUCA",1820
265,"TEATRO MUNICIPAL DE BRAGANÇA",400,1,"AVENIDA DR. FRANCISCO SÁ CARNEIRO",402
266,"CINE TEATRO DE MACEDO DE CAVALEIROS",305,14,"RUA ENGENHEIRO MOURA PEGADO",405
267,"AUDITÓRIO MUNICIPAL DE MIRANDA DO DOURO",280,7,"RUA DA TRINDADE",406
268,"MINI AUDITÓRIO MUNICIPAL DE MIRANDA DO DOURO",87,7,"MIRANDA DO DOURO",406
269,"PRAÇA DE TOIROS DE URRÓS",3500,18,"URRÓS",408
270,"AUDITÓRIO DA CASA DA CULTURA DE MOGADOURO",199,7,"LARGO DAS EIRAS",408
271,"AUDITÓRIO DA CASA DA CULTURA DO VIMIOSO",168,7,"RUA DO CANO",411
272,"PRAÇA DE TOIROS DE VINHAIS",1952,18,"VINHAIS",412
273,"SALA DE ESPECTÁCULOS DO HOTEL DO CASINO DE CHAVES",800,16,"LUGAR DO EXTREMO - VALDANTA",1703
274,"AUDITÓRIO MUNICIPAL DE MONTALEGRE",314,7,"MONTALEGRE",1706
275,"AUDITÓRIO MUNICIPAL DE MURÇA",182,7,"ALAMEDA 8 DE MAIO",1707
276,"AUDITÓRIO DO CENTRO CULTURAL LUÍS TEIXEIRA",234,7,"RUA JÚLIO DO CARVALHAL",1712
277,"AUDITÓRIO PARQUE EXPOSI. ANIMAÇ. ECONÓMI. VALPAÇOS",210,7,"RUA GUTTEMBERG",1712
278,"CINE TEATRO DE VILA POUCA DE AGUIAR",310,14,"PC LUIS DE CAMÕES",1713
279,"SALA DE ESPECTÁCULOS CASA DO POVO VALONGO DO VOUGA",303,3,"ARRANCADA DO VOUGA-VALONGO DO VOUGA",101
280,"CINE TEATRO SÃO PEDRO DE ÁGUEDA",687,14,"LARGO DR ANTÓNIO BREDA Nº. 27",101
281,"CINE TEATRO ALBA - SALA PRINCIPAL",503,14,"ALAMEDA 5 DE OUTUBRO",102
282,"CINE TEATRO ALBA - SALA ESTÚDIO",60,14,"ALAMEDA 5 DE OUTUBRO",102
283,"CINE TEATRO ALBA - CAFÉ CONCERTO",60,2,"ALAMEDA 5 DE OUTUBRO",102
284,"AUDITÓRIO DO CENTRO CULTURAL DA BRANCA",180,7,"CASALDIMA - BRANCA",102
285,"CINE TEATRO DE ANADIA",277,14,"URBANIZAÇÃO DO MONTOURO",103
286,"TEATRO AVEIRENSE - SALA PRINCIPAL",603,14,"RUA BELÉM DO PARÁ",105
287,"SALA ESTÚDIO DO TEATRO AVEIRENSE",150,8,"RUA BELÉM DO PARÁ",105
288,"SALÃO NOBRE DO TEATRO AVEIRENSE",300,8,"RUA BELÉM DO PARÁ",105
289,"AUDITÓRIO DO CENTRO DE JUVENTUDE DE AVEIRO-SEC",156,7,"AVEIRO",105
290,"CINEMA ESTUDIO OITA",219,17,"AV DR LOURENÇO PEIXINHO 146-R COM ROCHA E CUNHA 7",105
291,"CINEMAS FORUM AVEIRO - SALA 1",137,15,"FORUM AVEIRO-R HOMEM CRISTO-VERA CRUZ",105
292,"CINEMAS FORUM AVEIRO - SALA 2",96,15,"FORUM AVEIRO-R HOMEM CRISTO-VERA CRUZ",105
293,"CINEMAS FORUM AVEIRO - SALA 3",114,15,"FORUM AVEIRO-R HOMEM CRISTO-VERA CRUZ",105
294,"CINEMAS FORUM AVEIRO - SALA 4",144,15,"FORUM AVEIRO-R HOMEM CRISTO-VERA CRUZ",105
295,"CINEMAS FORUM AVEIRO - SALA 5",87,15,"FORUM AVEIRO-R HOMEM CRISTO-VERA CRUZ",105
296,"CINEMAS FORUM AVEIRO - SALA 6",129,15,"FORUM AVEIRO-R HOMEM CRISTO-VERA CRUZ",105
297,"CINEMAS FORUM AVEIRO - SALA 7",217,15,"FORUM AVEIRO-R HOMEM CRISTO-VERA CRUZ",105
298,"CINEMA GLICINIAS - SALA 1",138,15,"CENTRO COMERCIAL DAS GLICÍNIAS - AVEIRO",105
299,"CINEMA GLICINIAS - SALA 2",115,15,"CENTRO COMERCIAL DAS GLICÍNIAS - AVEIRO",105
300,"CINEMA GLICINIAS - SALA 3",140,15,"CENTRO COMERCIAL DAS GLICÍNIAS - AVEIRO",105
301,"CINEMA GLICINIAS - SALA 4",231,15,"CENTRO COMERCIAL DAS GLICÍNIAS - AVEIRO",105
302,"CINEMA GLICINIAS - SALA 5",131,15,"CENTRO COMERCIAL DAS GLICÍNIAS - AVEIRO",105
303,"CINEMA GLICINIAS - SALA 6",305,15,"CENTRO COMERCIAL DAS GLICÍNIAS - AVEIRO",105
304,"CINEMA GLICINIAS - SALA 7",152,15,"CENTRO COMERCIAL DAS GLICÍNIAS - AVEIRO",105
305,"ESTÚDIO PERFORMAS - TEATRO AVENIDA",120,5,"AVENIDA. DR. LOURENÇO PEIXINHO, Nº. 96 - R/C",105
306,"CINE TEATRO MUNICIPAL DE ESTARREJA",508,14,"RUA VISCONDE VALDEMOURO",108
307,"RESTAURANTE TÍPICO A ADEGA DO EMÍDIO",80,9,"R DA ALDEIA-CANELAS",108
308,"TEATRO DA FÁBRICA VISTA ALEGRE",166,1,"LARGO DA VISTA ALEGRE",110
309,"AUDITÓRIO DO CENTRO CULTURAL DE ÍLHAVO",501,7,"AVENIDA 25 DE ABRIL",110
310,"GRANDE AUDITÓRIO CENTRO CULTURAL GAFANHA NAZARÉ",386,7,"RUA PRIOR GUERRA - GAFANHA DA NAZARÉ",110
311,"AUDITÓRIO DO CENTRO SÓCIO-CULTURAL DA COSTA NOVA",300,7,"AV. DE NOSSA SENHORA DA SAÚDE, COSTA NOVA - ÍLHAVO",110
312,"CINE TEATRO MESSIAS",366,14,"ALAMEDA DA CIDADE",111
313,"AUDITÓRIO DA CASA DA CULTURA DE OLIVEIRA DO BAIRRO",480,7,"OLIVEIRA DO BAIRRO",114
314,"AUDITÓRIO DO CENTRO DE ARTE DE OVAR",348,7,"RUA ARQ. JANUÁRIO GODINHO",115
315,"ARENA DOLCE VITA",3600,12,"AVENIDA D. MANUEL I - ZONA INDUSTRIAL DO FURADOURO",115
316,"CINEMA DO CENTRO COMERCIAL DOLCE VITA OVAR",72,17,"AVENIDA D. MANUEL I, C.C. DOLCE VITA - LOJA 31",115
317,"CENTRO DAS ARTES E DO ESPECTÁCULO-SEVER DO VOUGA",323,7,"AVENIDA COMENDADOR AUGUSTO MARTINS PEREIRA",117
318,"AUDITÓRIO DO CENTRO DE EDUCAÇÃO E RECREIO DE VAGOS",174,7,"R ANTONIO CARLOS VIDAL",118
319,"SALÃO DE FESTAS DA CASA DO POVO DE COVÕES",280,3,"COVOES",602
320,"THEATRIX - EX TEATRO CINEMA AVENIDA DE COIMBRA",869,14,"EDIFICIO AVENIDA R/C",603
321,"TEATRO ACADÉMICO DE GIL VICENTE",768,1,"PRAÇA DA REPÚBLICA",603
322,"TEATRO LOUCOMOTIVA - TAVEIRO",104,8,"TAVEIRO",603
323,"TEATRO CERCA DE SAO BERNARDO",328,1,"CERCA DE SAO BERNARDO",603
324,"OFICINA MUNICIPAL DO TEATRO DE COIMBRA",200,1,"RUA PEDRO NUNES",603
325,"CASA DE FADOS À CAPELLA",32,9,"RUA CORPO DE DEUS - LG DA VICTÓRIA - CAPELA Nª SRª DA VICTÓRIA",603
326,"CINEMAS NOS ALMA SHOPPING COIMBRA - SALA 1",206,15,"R GEN HUMBERTO DELGADO 207",603
327,"CINEMAS NOS ALMA SHOPPING COIMBRA - SALA 2",115,15,"R GEN HUMBERTO DELGADO 207",603
328,"CINEMAS NOS ALMA SHOPPING COIMBRA - SALA 3",153,15,"R GEN HUMBERTO DELGADO 207",603
329,"CINEMAS NOS ALMA SHOPPING COIMBRA - SALA 4",152,15,"R GEN HUMBERTO DELGADO 207",603
330,"CINEMAS NOS ALMA SHOPPING COIMBRA - SALA 5",193,15,"R GEN HUMBERTO DELGADO 207",603
331,"CINEMAS NOS ALMA SHOPPING COIMBRA - SALA 6",98,15,"R GEN HUMBERTO DELGADO 207",603
332,"CINEMAS NOS ALMA SHOPPING COIMBRA - SALA 7",96,15,"R GEN HUMBERTO DELGADO 207",603
333,"CINEMAS NOS ALMA SHOPPING COIMBRA - SALA 8",126,15,"R GEN HUMBERTO DELGADO 207",603
334,"CINEMAS NOS ALMA SHOPPING COIMBRA - SALA 9",132,15,"R GEN HUMBERTO DELGADO 207",603
335,"CINEMAS NOS ALMA SHOPPING COIMBRA - SALA 10",134,15,"R GEN HUMBERTO DELGADO 207",603
336,"CINEMAS FORUM COIMBRA - SALA 1",150,15,"QUINTA DO VALE GEMIL",603
337,"CINEMAS FORUM COIMBRA - SALA 2",220,15,"QUINTA DO VALE GEMIL",603
338,"CINEMAS FORUM COIMBRA - SALA 3",220,15,"QUINTA DO VALE GEMIL",603
339,"CINEMAS FORUM COIMBRA - SALA 4",306,15,"QUINTA DO VALE GEMIL",603
340,"CINEMAS FORUM COIMBRA - SALA 5",306,15,"QUINTA DO VALE GEMIL",603
341,"CINEMAS FORUM COIMBRA - SALA 6",306,15,"QUINTA DO VALE GEMIL",603
342,"ANFITEATRO AO AR LIVRE - QUINTA DAS LÁGRIMAS",879,10,"QUINTA DAS LÁGRIMAS - COIMBRA",603
343,"AUDITÓRIO DO CONVENTO DE S. FRANCISCO",1137,7,"AVENIDA DA GUARDA INGLESA",603
344,"CINE TEATRO DO GRUPO CARAS DIREITAS",375,14,"LARGO CARAS DIREITAS - BUARCOS",605
345,"SALÃO NOBRE DO CASINO DA FIGUEIRA DA FOZ",722,16,"R BERNARDO LOPES",605
346,"PRAÇA DE TOIROS DA FIGUEIRA DA FOZ",4821,18,"LARGO DO COLISEU FIGUEIRENSE",605
347,"AUDITÓRIO MUNICIPAL DA FIGUEIRA DA FOZ",228,7,"RUA CALOUSTE GULBENKIAN",605
348,"CINEMA FOZ PLAZA - SALA 1",90,15,"CENTRO COMERCIAL FOZ PLAZA - PATRACOL - BUARCOS",605
349,"CINEMA FOZ PLAZA - SALA 2",137,15,"CENTRO COMERCIAL FOZ PLAZA - PATRACOL - BUARCOS",605
350,"CINEMA FOZ PLAZA - SALA 3",137,15,"CENTRO COMERCIAL FOZ PLAZA - PATRACOL - BUARCOS",605
351,"CINEMA FOZ PLAZA - SALA 4",140,15,"CENTRO COMERCIAL FOZ PLAZA PATRACOL - BUARCOS",605
352,"CINEMA FOZ PLAZA - SALA 5",132,15,"CENTRO COMERCIAL FOZ PLAZA - PATRACOL - BUARCOS",605
353,"GRANDE AUDITÓRIO CENTRO ARTES ESPECT. FIGUEIRA FOZ",800,7,"RUA ABADE PEDRO",605
354,"PEQUENO AUDITÓRIO CENTRO ARTES ESPECT.FIGUEIRA FOZ",200,7,"RUA ABADE PEDRO",605
355,"RESTAURANTE/CAFÉ CONCERTO DO CASINO DA FIGUEIRA...",132,16,"RUA BERNARDO LOPES",605
356,"TEATRO ESTHER DE CARVALHO",138,14,"MONTEMOR-O-VELHO",610
